Iteration 0: Weight 0; Strategy Change = 0.131378
Iteration 1521: Weight 1507.83; Strategy Change = 1.36215e-10
Iteration 1522: Weight 1508.83; Strategy Change = 1.35944e-10
Iteration 1523: Weight 1509.83; Strategy Change = 1.35674e-10
Iteration 1524: Weight 1510.83; Strategy Change = 1.35405e-10
Iteration 1525: Weight 1511.83; Strategy Change = 1.35137e-10
Iteration 1526: Weight 1512.83; Strategy Change = 1.34869e-10
Iteration 1527: Weight 1513.83; Strategy Change = 1.34602e-10
Iteration 1528: Weight 1514.82; Strategy Change = 1.34335e-10
Iteration 1529: Weight 1515.82; Strategy Change = 1.3407e-10
Iteration 1530: Weight 1516.82; Strategy Change = 1.33805e-10
Iteration 1531: Weight 1517.82; Strategy Change = 1.33541e-10
Iteration 1532: Weight 1518.82; Strategy Change = 1.33277e-10
Iteration 1533: Weight 1519.82; Strategy Change = 1.33014e-10
Iteration 1534: Weight 1520.82; Strategy Change = 1.32752e-10
Iteration 1535: Weight 1521.82; Strategy Change = 1.3249e-10
Iteration 1536: Weight 1522.81; Strategy Change = 1.3223e-10
Iteration 1537: Weight 1523.81; Strategy Change = 1.3197e-10
Iteration 1538: Weight 1524.81; Strategy Change = 1.3171e-10
Iteration 1539: Weight 1525.81; Strategy Change = 1.31451e-10
Iteration 1540: Weight 1526.81; Strategy Change = 1.31193e-10
Iteration 1541: Weight 1527.81; Strategy Change = 1.30936e-10
Iteration 1542: Weight 1528.81; Strategy Change = 1.30679e-10
Iteration 1543: Weight 1529.8; Strategy Change = 1.30423e-10
Iteration 1544: Weight 1530.8; Strategy Change = 1.30168e-10
Iteration 1545: Weight 1531.8; Strategy Change = 1.29913e-10
Iteration 1546: Weight 1532.8; Strategy Change = 1.29659e-10
Iteration 1547: Weight 1533.8; Strategy Change = 1.29405e-10
Iteration 1548: Weight 1534.8; Strategy Change = 1.29153e-10
Iteration 1549: Weight 1535.8; Strategy Change = 1.289e-10
Iteration 1550: Weight 1536.8; Strategy Change = 1.28649e-10
Iteration 1551: Weight 1537.79; Strategy Change = 1.28398e-10
Iteration 1552: Weight 1538.79; Strategy Change = 1.28148e-10
Iteration 1553: Weight 1539.79; Strategy Change = 1.27899e-10
Iteration 1554: Weight 1540.79; Strategy Change = 1.2765e-10
Iteration 1555: Weight 1541.79; Strategy Change = 1.27401e-10
Iteration 1556: Weight 1542.79; Strategy Change = 1.27154e-10
Iteration 1557: Weight 1543.79; Strategy Change = 1.26907e-10
Iteration 1558: Weight 1544.79; Strategy Change = 1.26661e-10
Iteration 1559: Weight 1545.78; Strategy Change = 1.26415e-10
Iteration 1560: Weight 1546.78; Strategy Change = 1.2617e-10
Iteration 1561: Weight 1547.78; Strategy Change = 1.25926e-10
Iteration 1562: Weight 1548.78; Strategy Change = 1.25682e-10
Iteration 1563: Weight 1549.78; Strategy Change = 1.25439e-10
Iteration 1564: Weight 1550.78; Strategy Change = 1.25196e-10
Iteration 1565: Weight 1551.78; Strategy Change = 1.24954e-10
Iteration 1566: Weight 1552.78; Strategy Change = 1.24713e-10
Iteration 1567: Weight 1553.77; Strategy Change = 1.24472e-10
Iteration 1568: Weight 1554.77; Strategy Change = 1.24232e-10
Iteration 1569: Weight 1555.77; Strategy Change = 1.23993e-10
Iteration 1570: Weight 1556.77; Strategy Change = 1.23754e-10
Iteration 1571: Weight 1557.77; Strategy Change = 1.23516e-10
Iteration 1572: Weight 1558.77; Strategy Change = 1.23278e-10
Iteration 1573: Weight 1559.77; Strategy Change = 1.23041e-10
Iteration 1574: Weight 1560.77; Strategy Change = 1.22805e-10
Iteration 1575: Weight 1561.76; Strategy Change = 1.22569e-10
Iteration 1576: Weight 1562.76; Strategy Change = 1.22334e-10
Iteration 1577: Weight 1563.76; Strategy Change = 1.22099e-10
Iteration 1578: Weight 1564.76; Strategy Change = 1.21865e-10
Iteration 1579: Weight 1565.76; Strategy Change = 1.21632e-10
Iteration 1580: Weight 1566.76; Strategy Change = 1.21399e-10
Iteration 1581: Weight 1567.76; Strategy Change = 1.21167e-10
Iteration 1582: Weight 1568.76; Strategy Change = 1.20935e-10
Iteration 1583: Weight 1569.75; Strategy Change = 1.20704e-10
Iteration 1584: Weight 1570.75; Strategy Change = 1.20474e-10
Iteration 1585: Weight 1571.75; Strategy Change = 1.20244e-10
Iteration 1586: Weight 1572.75; Strategy Change = 1.20015e-10
Iteration 1587: Weight 1573.75; Strategy Change = 1.19786e-10
Iteration 1588: Weight 1574.75; Strategy Change = 1.19558e-10
Iteration 1589: Weight 1575.75; Strategy Change = 1.1933e-10
Iteration 1590: Weight 1576.75; Strategy Change = 1.19104e-10
Iteration 1591: Weight 1577.74; Strategy Change = 1.18877e-10
Iteration 1592: Weight 1578.74; Strategy Change = 1.18651e-10
Iteration 1593: Weight 1579.74; Strategy Change = 1.18426e-10
Iteration 1594: Weight 1580.74; Strategy Change = 1.18201e-10
Iteration 1595: Weight 1581.74; Strategy Change = 1.17977e-10
Iteration 1596: Weight 1582.74; Strategy Change = 1.17754e-10
Iteration 1597: Weight 1583.74; Strategy Change = 1.17531e-10
Iteration 1598: Weight 1584.73; Strategy Change = 1.17308e-10
Iteration 1599: Weight 1585.73; Strategy Change = 1.17087e-10
Iteration 1600: Weight 1586.73; Strategy Change = 1.16865e-10
Iteration 1601: Weight 1587.73; Strategy Change = 1.16644e-10
Iteration 1602: Weight 1588.73; Strategy Change = 1.16424e-10
Iteration 1603: Weight 1589.73; Strategy Change = 1.16205e-10
Iteration 1604: Weight 1590.73; Strategy Change = 1.15986e-10
Iteration 1605: Weight 1591.73; Strategy Change = 1.15767e-10
Iteration 1606: Weight 1592.73; Strategy Change = 1.15549e-10
Iteration 1607: Weight 1593.72; Strategy Change = 1.15332e-10
Iteration 1608: Weight 1594.72; Strategy Change = 1.15115e-10
Iteration 1609: Weight 1595.72; Strategy Change = 1.14898e-10
Iteration 1610: Weight 1596.72; Strategy Change = 1.14683e-10
Iteration 1611: Weight 1597.72; Strategy Change = 1.14467e-10
Iteration 1612: Weight 1598.72; Strategy Change = 1.14252e-10
Iteration 1613: Weight 1599.72; Strategy Change = 1.14038e-10
Iteration 1614: Weight 1600.72; Strategy Change = 1.13825e-10
Iteration 1615: Weight 1601.71; Strategy Change = 1.13611e-10
Iteration 1616: Weight 1602.71; Strategy Change = 1.13399e-10
Iteration 1617: Weight 1603.71; Strategy Change = 1.13187e-10
Iteration 1618: Weight 1604.71; Strategy Change = 1.12975e-10
Iteration 1619: Weight 1605.71; Strategy Change = 1.12764e-10
Iteration 1620: Weight 1606.71; Strategy Change = 1.12554e-10
Iteration 1621: Weight 1607.71; Strategy Change = 1.12344e-10
Iteration 1622: Weight 1608.71; Strategy Change = 1.12134e-10
Iteration 1623: Weight 1609.7; Strategy Change = 1.11925e-10
Iteration 1624: Weight 1610.7; Strategy Change = 1.11717e-10
Iteration 1625: Weight 1611.7; Strategy Change = 1.11509e-10
Iteration 1626: Weight 1612.7; Strategy Change = 1.11302e-10
Iteration 1627: Weight 1613.7; Strategy Change = 1.11095e-10
Iteration 1628: Weight 1614.7; Strategy Change = 1.10888e-10
Iteration 1629: Weight 1615.7; Strategy Change = 1.10682e-10
Iteration 1630: Weight 1616.7; Strategy Change = 1.10477e-10
Iteration 1631: Weight 1617.69; Strategy Change = 1.10272e-10
Iteration 1632: Weight 1618.69; Strategy Change = 1.10068e-10
Iteration 1633: Weight 1619.69; Strategy Change = 1.09864e-10
Iteration 1634: Weight 1620.69; Strategy Change = 1.09661e-10
Iteration 1635: Weight 1621.69; Strategy Change = 1.09458e-10
Iteration 1636: Weight 1622.69; Strategy Change = 1.09255e-10
Iteration 1637: Weight 1623.69; Strategy Change = 1.09054e-10
Iteration 1638: Weight 1624.69; Strategy Change = 1.08852e-10
Iteration 1639: Weight 1625.68; Strategy Change = 1.08651e-10
Iteration 1640: Weight 1626.68; Strategy Change = 1.08451e-10
Iteration 1641: Weight 1627.68; Strategy Change = 1.08251e-10
Iteration 1642: Weight 1628.68; Strategy Change = 1.08052e-10
Iteration 1643: Weight 1629.68; Strategy Change = 1.07853e-10
Iteration 1644: Weight 1630.68; Strategy Change = 1.07654e-10
Iteration 1645: Weight 1631.68; Strategy Change = 1.07457e-10
Iteration 1646: Weight 1632.68; Strategy Change = 1.07259e-10
Iteration 1647: Weight 1633.67; Strategy Change = 1.07062e-10
Iteration 1648: Weight 1634.67; Strategy Change = 1.06866e-10
Iteration 1649: Weight 1635.67; Strategy Change = 1.0667e-10
Iteration 1650: Weight 1636.67; Strategy Change = 1.06474e-10
Iteration 1651: Weight 1637.67; Strategy Change = 1.06279e-10
Iteration 1652: Weight 1638.67; Strategy Change = 1.06084e-10
Iteration 1653: Weight 1639.67; Strategy Change = 1.0589e-10
Iteration 1654: Weight 1640.67; Strategy Change = 1.05697e-10
Iteration 1655: Weight 1641.66; Strategy Change = 1.05504e-10
Iteration 1656: Weight 1642.66; Strategy Change = 1.05311e-10
Iteration 1657: Weight 1643.66; Strategy Change = 1.05119e-10
Iteration 1658: Weight 1644.66; Strategy Change = 1.04927e-10
Iteration 1659: Weight 1645.66; Strategy Change = 1.04736e-10
Iteration 1660: Weight 1646.66; Strategy Change = 1.04545e-10
Iteration 1661: Weight 1647.66; Strategy Change = 1.04354e-10
Iteration 1662: Weight 1648.66; Strategy Change = 1.04165e-10
Iteration 1663: Weight 1649.66; Strategy Change = 1.03975e-10
Iteration 1664: Weight 1650.65; Strategy Change = 1.03786e-10
Iteration 1665: Weight 1651.65; Strategy Change = 1.03598e-10
Iteration 1666: Weight 1652.65; Strategy Change = 1.03409e-10
Iteration 1667: Weight 1653.65; Strategy Change = 1.03222e-10
Iteration 1668: Weight 1654.65; Strategy Change = 1.03035e-10
Iteration 1669: Weight 1655.65; Strategy Change = 1.02848e-10
Iteration 1670: Weight 1656.65; Strategy Change = 1.02662e-10
Iteration 1671: Weight 1657.65; Strategy Change = 1.02476e-10
Iteration 1672: Weight 1658.64; Strategy Change = 1.02291e-10
Iteration 1673: Weight 1659.64; Strategy Change = 1.02106e-10
Iteration 1674: Weight 1660.64; Strategy Change = 1.01921e-10
Iteration 1675: Weight 1661.64; Strategy Change = 1.01737e-10
Iteration 1676: Weight 1662.64; Strategy Change = 1.01553e-10
Iteration 1677: Weight 1663.64; Strategy Change = 1.0137e-10
Iteration 1678: Weight 1664.64; Strategy Change = 1.01188e-10
Iteration 1679: Weight 1665.64; Strategy Change = 1.01005e-10
Iteration 1680: Weight 1666.64; Strategy Change = 1.00823e-10
Iteration 1681: Weight 1667.63; Strategy Change = 1.00642e-10
Iteration 1682: Weight 1668.63; Strategy Change = 1.00461e-10
Iteration 1683: Weight 1669.63; Strategy Change = 1.0028e-10
Iteration 1684: Weight 1670.63; Strategy Change = 1.001e-10
Iteration 1685: Weight 1671.63; Strategy Change = 9.99207e-11
Iteration 1686: Weight 1672.63; Strategy Change = 9.97414e-11
Iteration 1687: Weight 1673.63; Strategy Change = 9.95626e-11
Iteration 1688: Weight 1674.63; Strategy Change = 9.93842e-11
Iteration 1689: Weight 1675.62; Strategy Change = 9.92062e-11
Iteration 1690: Weight 1676.62; Strategy Change = 9.90287e-11
Iteration 1691: Weight 1677.62; Strategy Change = 9.88515e-11
Iteration 1692: Weight 1678.62; Strategy Change = 9.86748e-11
Iteration 1693: Weight 1679.62; Strategy Change = 9.84985e-11
Iteration 1694: Weight 1680.62; Strategy Change = 9.83226e-11
Iteration 1695: Weight 1681.62; Strategy Change = 9.81472e-11
Iteration 1696: Weight 1682.62; Strategy Change = 9.79721e-11
Iteration 1697: Weight 1683.61; Strategy Change = 9.77975e-11
Iteration 1698: Weight 1684.61; Strategy Change = 9.76233e-11
Iteration 1699: Weight 1685.61; Strategy Change = 9.74495e-11
Iteration 1700: Weight 1686.61; Strategy Change = 9.72761e-11
Iteration 1701: Weight 1687.61; Strategy Change = 9.71031e-11
Iteration 1702: Weight 1688.61; Strategy Change = 9.69305e-11
Iteration 1703: Weight 1689.61; Strategy Change = 9.67584e-11
Iteration 1704: Weight 1690.61; Strategy Change = 9.65866e-11
Iteration 1705: Weight 1691.61; Strategy Change = 9.64153e-11
Iteration 1706: Weight 1692.6; Strategy Change = 9.62443e-11
Iteration 1707: Weight 1693.6; Strategy Change = 9.60738e-11
Iteration 1708: Weight 1694.6; Strategy Change = 9.59036e-11
Iteration 1709: Weight 1695.6; Strategy Change = 9.57339e-11
Iteration 1710: Weight 1696.6; Strategy Change = 9.55645e-11
Iteration 1711: Weight 1697.6; Strategy Change = 9.53956e-11
Iteration 1712: Weight 1698.6; Strategy Change = 9.5227e-11
Iteration 1713: Weight 1699.6; Strategy Change = 9.50589e-11
Iteration 1714: Weight 1700.6; Strategy Change = 9.48911e-11
Iteration 1715: Weight 1701.59; Strategy Change = 9.47237e-11
Iteration 1716: Weight 1702.59; Strategy Change = 9.45568e-11
Iteration 1717: Weight 1703.59; Strategy Change = 9.43902e-11
Iteration 1718: Weight 1704.59; Strategy Change = 9.4224e-11
Iteration 1719: Weight 1705.59; Strategy Change = 9.40582e-11
Iteration 1720: Weight 1706.59; Strategy Change = 9.38927e-11
Iteration 1721: Weight 1707.59; Strategy Change = 9.37277e-11
Iteration 1722: Weight 1708.59; Strategy Change = 9.35631e-11
Iteration 1723: Weight 1709.58; Strategy Change = 9.33988e-11
Iteration 1724: Weight 1710.58; Strategy Change = 9.32349e-11
Iteration 1725: Weight 1711.58; Strategy Change = 9.30714e-11
Iteration 1726: Weight 1712.58; Strategy Change = 9.29083e-11
Iteration 1727: Weight 1713.58; Strategy Change = 9.27456e-11
Iteration 1728: Weight 1714.58; Strategy Change = 9.25832e-11
Iteration 1729: Weight 1715.58; Strategy Change = 9.24212e-11
Iteration 1730: Weight 1716.58; Strategy Change = 9.22596e-11
Iteration 1731: Weight 1717.58; Strategy Change = 9.20984e-11
Iteration 1732: Weight 1718.57; Strategy Change = 9.19375e-11
Iteration 1733: Weight 1719.57; Strategy Change = 9.17771e-11
Iteration 1734: Weight 1720.57; Strategy Change = 9.16169e-11
Iteration 1735: Weight 1721.57; Strategy Change = 9.14572e-11
Iteration 1736: Weight 1722.57; Strategy Change = 9.12978e-11
Iteration 1737: Weight 1723.57; Strategy Change = 9.11388e-11
Iteration 1738: Weight 1724.57; Strategy Change = 9.09802e-11
Iteration 1739: Weight 1725.57; Strategy Change = 9.08219e-11
Iteration 1740: Weight 1726.56; Strategy Change = 9.0664e-11
Iteration 1741: Weight 1727.56; Strategy Change = 9.05065e-11
Iteration 1742: Weight 1728.56; Strategy Change = 9.03493e-11
Iteration 1743: Weight 1729.56; Strategy Change = 9.01925e-11
Iteration 1744: Weight 1730.56; Strategy Change = 9.00361e-11
Iteration 1745: Weight 1731.56; Strategy Change = 8.988e-11
Iteration 1746: Weight 1732.56; Strategy Change = 8.97243e-11
Iteration 1747: Weight 1733.56; Strategy Change = 8.95689e-11
Iteration 1748: Weight 1734.56; Strategy Change = 8.94139e-11
Iteration 1749: Weight 1735.55; Strategy Change = 8.92592e-11
Iteration 1750: Weight 1736.55; Strategy Change = 8.91049e-11
Iteration 1751: Weight 1737.55; Strategy Change = 8.8951e-11
Iteration 1752: Weight 1738.55; Strategy Change = 8.87974e-11
Iteration 1753: Weight 1739.55; Strategy Change = 8.86442e-11
Iteration 1754: Weight 1740.55; Strategy Change = 8.84913e-11
Iteration 1755: Weight 1741.55; Strategy Change = 8.83387e-11
Iteration 1756: Weight 1742.55; Strategy Change = 8.81865e-11
Iteration 1757: Weight 1743.55; Strategy Change = 8.80347e-11
Iteration 1758: Weight 1744.54; Strategy Change = 8.78832e-11
Iteration 1759: Weight 1745.54; Strategy Change = 8.77321e-11
Iteration 1760: Weight 1746.54; Strategy Change = 8.75813e-11
Iteration 1761: Weight 1747.54; Strategy Change = 8.74308e-11
Iteration 1762: Weight 1748.54; Strategy Change = 8.72807e-11
Iteration 1763: Weight 1749.54; Strategy Change = 8.71309e-11
Iteration 1764: Weight 1750.54; Strategy Change = 8.69815e-11
Iteration 1765: Weight 1751.54; Strategy Change = 8.68324e-11
Iteration 1766: Weight 1752.54; Strategy Change = 8.66836e-11
Iteration 1767: Weight 1753.53; Strategy Change = 8.65352e-11
Iteration 1768: Weight 1754.53; Strategy Change = 8.63872e-11
Iteration 1769: Weight 1755.53; Strategy Change = 8.62394e-11
Iteration 1770: Weight 1756.53; Strategy Change = 8.6092e-11
Iteration 1771: Weight 1757.53; Strategy Change = 8.5945e-11
Iteration 1772: Weight 1758.53; Strategy Change = 8.57982e-11
Iteration 1773: Weight 1759.53; Strategy Change = 8.56518e-11
Iteration 1774: Weight 1760.53; Strategy Change = 8.55058e-11
Iteration 1775: Weight 1761.53; Strategy Change = 8.536e-11
Iteration 1776: Weight 1762.52; Strategy Change = 8.52146e-11
Iteration 1777: Weight 1763.52; Strategy Change = 8.50695e-11
Iteration 1778: Weight 1764.52; Strategy Change = 8.49248e-11
Iteration 1779: Weight 1765.52; Strategy Change = 8.47804e-11
Iteration 1780: Weight 1766.52; Strategy Change = 8.46363e-11
Iteration 1781: Weight 1767.52; Strategy Change = 8.44925e-11
Iteration 1782: Weight 1768.52; Strategy Change = 8.4349e-11
Iteration 1783: Weight 1769.52; Strategy Change = 8.42059e-11
Iteration 1784: Weight 1770.52; Strategy Change = 8.40631e-11
Iteration 1785: Weight 1771.51; Strategy Change = 8.39206e-11
Iteration 1786: Weight 1772.51; Strategy Change = 8.37785e-11
Iteration 1787: Weight 1773.51; Strategy Change = 8.36366e-11
Iteration 1788: Weight 1774.51; Strategy Change = 8.34951e-11
Iteration 1789: Weight 1775.51; Strategy Change = 8.33539e-11
Iteration 1790: Weight 1776.51; Strategy Change = 8.3213e-11
Iteration 1791: Weight 1777.51; Strategy Change = 8.30725e-11
Iteration 1792: Weight 1778.51; Strategy Change = 8.29322e-11
Iteration 1793: Weight 1779.5; Strategy Change = 8.27923e-11
Iteration 1794: Weight 1780.5; Strategy Change = 8.26526e-11
Iteration 1795: Weight 1781.5; Strategy Change = 8.25133e-11
Iteration 1796: Weight 1782.5; Strategy Change = 8.23743e-11
Iteration 1797: Weight 1783.5; Strategy Change = 8.22356e-11
Iteration 1798: Weight 1784.5; Strategy Change = 8.20973e-11
Iteration 1799: Weight 1785.5; Strategy Change = 8.19592e-11
Iteration 1800: Weight 1786.5; Strategy Change = 8.18214e-11
Iteration 1801: Weight 1787.5; Strategy Change = 8.1684e-11
Iteration 1802: Weight 1788.49; Strategy Change = 8.15468e-11
Iteration 1803: Weight 1789.49; Strategy Change = 8.141e-11
Iteration 1804: Weight 1790.49; Strategy Change = 8.12735e-11
Iteration 1805: Weight 1791.49; Strategy Change = 8.11372e-11
Iteration 1806: Weight 1792.49; Strategy Change = 8.10013e-11
Iteration 1807: Weight 1793.49; Strategy Change = 8.08657e-11
Iteration 1808: Weight 1794.49; Strategy Change = 8.07303e-11
Iteration 1809: Weight 1795.49; Strategy Change = 8.05953e-11
Iteration 1810: Weight 1796.49; Strategy Change = 8.04606e-11
Iteration 1811: Weight 1797.49; Strategy Change = 8.03262e-11
Iteration 1812: Weight 1798.48; Strategy Change = 8.0192e-11
Iteration 1813: Weight 1799.48; Strategy Change = 8.00582e-11
Iteration 1814: Weight 1800.48; Strategy Change = 7.99247e-11
Iteration 1815: Weight 1801.48; Strategy Change = 7.97914e-11
Iteration 1816: Weight 1802.48; Strategy Change = 7.96585e-11
Iteration 1817: Weight 1803.48; Strategy Change = 7.95259e-11
Iteration 1818: Weight 1804.48; Strategy Change = 7.93935e-11
Iteration 1819: Weight 1805.48; Strategy Change = 7.92614e-11
Iteration 1820: Weight 1806.48; Strategy Change = 7.91297e-11
Iteration 1821: Weight 1807.47; Strategy Change = 7.89982e-11
Iteration 1822: Weight 1808.47; Strategy Change = 7.8867e-11
Iteration 1823: Weight 1809.47; Strategy Change = 7.87361e-11
Iteration 1824: Weight 1810.47; Strategy Change = 7.86055e-11
Iteration 1825: Weight 1811.47; Strategy Change = 7.84752e-11
Iteration 1826: Weight 1812.47; Strategy Change = 7.83451e-11
Iteration 1827: Weight 1813.47; Strategy Change = 7.82154e-11
Iteration 1828: Weight 1814.47; Strategy Change = 7.80859e-11
Iteration 1829: Weight 1815.47; Strategy Change = 7.79568e-11
Iteration 1830: Weight 1816.46; Strategy Change = 7.78279e-11
Iteration 1831: Weight 1817.46; Strategy Change = 7.76992e-11
Iteration 1832: Weight 1818.46; Strategy Change = 7.75709e-11
Iteration 1833: Weight 1819.46; Strategy Change = 7.74429e-11
Iteration 1834: Weight 1820.46; Strategy Change = 7.73151e-11
Iteration 1835: Weight 1821.46; Strategy Change = 7.71876e-11
Iteration 1836: Weight 1822.46; Strategy Change = 7.70604e-11
Iteration 1837: Weight 1823.46; Strategy Change = 7.69335e-11
Iteration 1838: Weight 1824.46; Strategy Change = 7.68068e-11
Iteration 1839: Weight 1825.45; Strategy Change = 7.66805e-11
Iteration 1840: Weight 1826.45; Strategy Change = 7.65544e-11
Iteration 1841: Weight 1827.45; Strategy Change = 7.64285e-11
Iteration 1842: Weight 1828.45; Strategy Change = 7.6303e-11
Iteration 1843: Weight 1829.45; Strategy Change = 7.61777e-11
Iteration 1844: Weight 1830.45; Strategy Change = 7.60527e-11
Iteration 1845: Weight 1831.45; Strategy Change = 7.5928e-11
Iteration 1846: Weight 1832.45; Strategy Change = 7.58035e-11
Iteration 1847: Weight 1833.45; Strategy Change = 7.56793e-11
Iteration 1848: Weight 1834.44; Strategy Change = 7.55554e-11
Iteration 1849: Weight 1835.44; Strategy Change = 7.54318e-11
Iteration 1850: Weight 1836.44; Strategy Change = 7.53084e-11
Iteration 1851: Weight 1837.44; Strategy Change = 7.51853e-11
Iteration 1852: Weight 1838.44; Strategy Change = 7.50624e-11
Iteration 1853: Weight 1839.44; Strategy Change = 7.49399e-11
Iteration 1854: Weight 1840.44; Strategy Change = 7.48176e-11
Iteration 1855: Weight 1841.44; Strategy Change = 7.46955e-11
Iteration 1856: Weight 1842.44; Strategy Change = 7.45737e-11
Iteration 1857: Weight 1843.43; Strategy Change = 7.44522e-11
Iteration 1858: Weight 1844.43; Strategy Change = 7.4331e-11
Iteration 1859: Weight 1845.43; Strategy Change = 7.421e-11
Iteration 1860: Weight 1846.43; Strategy Change = 7.40892e-11
Iteration 1861: Weight 1847.43; Strategy Change = 7.39688e-11
Iteration 1862: Weight 1848.43; Strategy Change = 7.38486e-11
Iteration 1863: Weight 1849.43; Strategy Change = 7.37286e-11
Iteration 1864: Weight 1850.43; Strategy Change = 7.36089e-11
Iteration 1865: Weight 1851.43; Strategy Change = 7.34895e-11
Iteration 1866: Weight 1852.43; Strategy Change = 7.33703e-11
Iteration 1867: Weight 1853.42; Strategy Change = 7.32514e-11
Iteration 1868: Weight 1854.42; Strategy Change = 7.31327e-11
Iteration 1869: Weight 1855.42; Strategy Change = 7.30143e-11
Iteration 1870: Weight 1856.42; Strategy Change = 7.28962e-11
Iteration 1871: Weight 1857.42; Strategy Change = 7.27783e-11
Iteration 1872: Weight 1858.42; Strategy Change = 7.26606e-11
Iteration 1873: Weight 1859.42; Strategy Change = 7.25433e-11
Iteration 1874: Weight 1860.42; Strategy Change = 7.24261e-11
Iteration 1875: Weight 1861.42; Strategy Change = 7.23092e-11
Iteration 1876: Weight 1862.41; Strategy Change = 7.21926e-11
Iteration 1877: Weight 1863.41; Strategy Change = 7.20762e-11
Iteration 1878: Weight 1864.41; Strategy Change = 7.19601e-11
Iteration 1879: Weight 1865.41; Strategy Change = 7.18442e-11
Iteration 1880: Weight 1866.41; Strategy Change = 7.17285e-11
Iteration 1881: Weight 1867.41; Strategy Change = 7.16131e-11
Iteration 1882: Weight 1868.41; Strategy Change = 7.1498e-11
Iteration 1883: Weight 1869.41; Strategy Change = 7.13831e-11
Iteration 1884: Weight 1870.41; Strategy Change = 7.12684e-11
Iteration 1885: Weight 1871.41; Strategy Change = 7.1154e-11
Iteration 1886: Weight 1872.4; Strategy Change = 7.10398e-11
Iteration 1887: Weight 1873.4; Strategy Change = 7.09259e-11
Iteration 1888: Weight 1874.4; Strategy Change = 7.08122e-11
Iteration 1889: Weight 1875.4; Strategy Change = 7.06988e-11
Iteration 1890: Weight 1876.4; Strategy Change = 7.05856e-11
Iteration 1891: Weight 1877.4; Strategy Change = 7.04726e-11
Iteration 1892: Weight 1878.4; Strategy Change = 7.03599e-11
Iteration 1893: Weight 1879.4; Strategy Change = 7.02474e-11
Iteration 1894: Weight 1880.4; Strategy Change = 7.01352e-11
Iteration 1895: Weight 1881.39; Strategy Change = 7.00232e-11
Iteration 1896: Weight 1882.39; Strategy Change = 6.99114e-11
Iteration 1897: Weight 1883.39; Strategy Change = 6.97999e-11
Iteration 1898: Weight 1884.39; Strategy Change = 6.96886e-11
Iteration 1899: Weight 1885.39; Strategy Change = 6.95775e-11
Iteration 1900: Weight 1886.39; Strategy Change = 6.94667e-11
Iteration 1901: Weight 1887.39; Strategy Change = 6.93561e-11
Iteration 1902: Weight 1888.39; Strategy Change = 6.92458e-11
Iteration 1903: Weight 1889.39; Strategy Change = 6.91357e-11
Iteration 1904: Weight 1890.38; Strategy Change = 6.90258e-11
Iteration 1905: Weight 1891.38; Strategy Change = 6.89161e-11
Iteration 1906: Weight 1892.38; Strategy Change = 6.88067e-11
Iteration 1907: Weight 1893.38; Strategy Change = 6.86975e-11
Iteration 1908: Weight 1894.38; Strategy Change = 6.85886e-11
Iteration 1909: Weight 1895.38; Strategy Change = 6.84798e-11
Iteration 1910: Weight 1896.38; Strategy Change = 6.83713e-11
Iteration 1911: Weight 1897.38; Strategy Change = 6.8263e-11
Iteration 1912: Weight 1898.38; Strategy Change = 6.8155e-11
Iteration 1913: Weight 1899.38; Strategy Change = 6.80472e-11
Iteration 1914: Weight 1900.37; Strategy Change = 6.79396e-11
Iteration 1915: Weight 1901.37; Strategy Change = 6.78322e-11
Iteration 1916: Weight 1902.37; Strategy Change = 6.77251e-11
Iteration 1917: Weight 1903.37; Strategy Change = 6.76182e-11
Iteration 1918: Weight 1904.37; Strategy Change = 6.75115e-11
Iteration 1919: Weight 1905.37; Strategy Change = 6.7405e-11
Iteration 1920: Weight 1906.37; Strategy Change = 6.72987e-11
Iteration 1921: Weight 1907.37; Strategy Change = 6.71927e-11
Iteration 1922: Weight 1908.37; Strategy Change = 6.70869e-11
Iteration 1923: Weight 1909.37; Strategy Change = 6.69813e-11
Iteration 1924: Weight 1910.36; Strategy Change = 6.6876e-11
Iteration 1925: Weight 1911.36; Strategy Change = 6.67708e-11
Iteration 1926: Weight 1912.36; Strategy Change = 6.66659e-11
Iteration 1927: Weight 1913.36; Strategy Change = 6.65612e-11
Iteration 1928: Weight 1914.36; Strategy Change = 6.64567e-11
Iteration 1929: Weight 1915.36; Strategy Change = 6.63525e-11
Iteration 1930: Weight 1916.36; Strategy Change = 6.62484e-11
Iteration 1931: Weight 1917.36; Strategy Change = 6.61446e-11
Iteration 1932: Weight 1918.36; Strategy Change = 6.6041e-11
Iteration 1933: Weight 1919.35; Strategy Change = 6.59376e-11
Iteration 1934: Weight 1920.35; Strategy Change = 6.58344e-11
Iteration 1935: Weight 1921.35; Strategy Change = 6.57314e-11
Iteration 1936: Weight 1922.35; Strategy Change = 6.56287e-11
Iteration 1937: Weight 1923.35; Strategy Change = 6.55261e-11
Iteration 1938: Weight 1924.35; Strategy Change = 6.54238e-11
Iteration 1939: Weight 1925.35; Strategy Change = 6.53217e-11
Iteration 1940: Weight 1926.35; Strategy Change = 6.52198e-11
Iteration 1941: Weight 1927.35; Strategy Change = 6.51181e-11
Iteration 1942: Weight 1928.35; Strategy Change = 6.50166e-11
Iteration 1943: Weight 1929.34; Strategy Change = 6.49153e-11
